goid	go_term	go_aspect	go_definition
GO:0055087	Ski complex	C	A protein complex that regulates RNA degradation by the exosome complex. In Saccharomyces the complex has a heterotetrameric stoichiometry consisting of one copy each of Ski2p and Ski3 and two copies of Ski8p.
GO:0061025	membrane fusion	P	The membrane organization process that joins two lipid bilayers to form a single membrane.
GO:0061576	acyl-CoA ceramide synthase complex	C	A protein complex that catalyzes the reaction acyl-CoA + sphingosine = CoA + N-acylsphingosine. In S. cerevisiae it contains three subunits: lag1, lac1 and lip1.
GO:0061617	MICOS complex	C	Mitochondrial inner membrane complex involved in maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. In Saccharomyces cerevisiae the complex has six subunits: MIC10, MIC12, MIC19, MIC26, MIC27, and MIC60.
GO:0070187	telosome	C	A nuclear telomere cap complex that is formed by the association of telomeric ssDNA- and dsDNA-binding proteins with telomeric DNA, and is involved in telomere protection and recruitment of telomerase. The complex contains TRF1, TRF2, POT1, RAP1, TIN2 and TPP1 in mammalian cells, and Pot1, Tpz1, Ccq1, Poz1, Rap1, Rif1, Rif2and Rap1 in Schizosaccharomyces. Taz1 and Rap1 (or their mammalian equivalents) form a dsDNA-binding subcomplex, Pot1 and Tpz1 form an ssDNA-binding subcomplex, and the two subcomplexes are bridged by Poz1.
GO:0070188	Stn1-Ten1 complex	C	A nuclear telomere cap complex that is formed by the association of the Stn1 and Ten1 proteins with telomeric DNA; in some species a third protein is present.
GO:0070209	ASTRA complex	C	A protein complex that is part of the chromatin remodeling machinery; the acronym stands for ASsembly of Tel, Rvb and Atm-like kinase. In Saccharomyces cerevisiae this complex includes Rvb1p, Rvb2p, Tra1p, Tel2p, Asa1p, Ttilp and Tti2p.
GO:0070210	Rpd3L-Expanded complex	C	A protein complex that contains a histone deacetylase and is part of the chromatin remodeling machinery. In Saccharomyces cerevisiae this complex contains the Rpd3p, Sin3p, Ume1p, Pho23p, Sap30p, Sds3p, Cti6p, Rxt2p, Rxt3p, Dep1p, Ume6p, Ash1p, Dot6p, Snt1, Sif2p, Set3p, Hos2p, Tos4p and Tod6p proteins.
GO:0070211	Snt2C complex	C	A histone deacetylase complex that is part of the chromatin remodeling machinery. In Saccharomyces cerevisiae this complex contains Snt2p, Ecm5p and Rpd3p.
GO:0070271	protein complex biogenesis	P	A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a protein complex. Includes the synthesis of the constituent protein molecules, and those protein modifications that are involved in synthesis or assembly of the complex.
GO:0070274	RES complex	C	A protein complex that is required for efficient splicing, and prevents leakage of unspliced pre-mRNAs from the nucleus (named for pre-mRNA REtention and Splicing). In Saccharomyces, the complex consists of Ist3p, Bud13p, and Pml1p.
GO:0070390	transcription export complex 2	C	A protein complex that couples SAGA-dependent gene expression to mRNA export at the inner side of the nuclear pore complex (NPC). The TREX-2 complex is tethered to the inner side of the NPC via the nucleoporins Nup1 and Nup60; in S. cerevisiae it contains Sac3p, Thp1p, Sus1p and Cdc31p.
GO:0070449	elongin complex	C	A transcription elongation factor complex that suppresses RNA polymerase II pausing, and may act by promoting proper alignment of the 3'-end of nascent transcripts with the polymerase catalytic site. Consists of a transcriptionally active Elongin A subunit (abut 100 kDa)and two smaller Elongin B (about 18 kDa) and Elongin C (about 15 kDa)subunits.
GO:0070545	PeBoW complex	C	A protein complex that is involved in coordinating ribosome biogenesis with cell cycle progression. In human, it is composed of Pes1, Bop1, and WDR12; in Saccharomyces the proteins are known as Nop7p, Erb1 and Ytm1 respectively.
GO:0070647	protein modification by small protein conjugation or removal	P	A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein.
GO:0070692	trimeric positive transcription elongation factor complex b	C	A positive transcription elongation factor complex b that comprises three subunits; an example is the budding yeast Ctk complex, which consists of Ctk1p, Ctk2p and Ctk3p.
GO:0070762	nuclear pore transmembrane ring	C	A subcomplex of the nuclear pore complex (NPC) that spans the nuclear membrane and anchors the NPC to the nuclear envelope. In S. cerevisiae, the transmembrane ring is composed of Pom152p, Pom34p, and Ndc1p. In vertebrates, it is composed of Gp210, Ndc1, and Pom121. Components are arranged in 8-fold symmetrical 'spokes' around the central transport channel. A single 'spoke', can be isolated and is sometime referred to as the Ndc1 complex.
GO:0070772	PAS complex	C	A protein complex that contains a phosphatidylinositol-3-phosphate 5-kinase subunit (Fab1p in yeast; PIKfyve in mammals), a kinase activator, and a phosphatase, and may also contain additional proteins; it is involved in regulating the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate. In mammals the complex is composed of PIKFYVE, FIG4 and VAC14. In yeast it is composed of Atg18p, Fig4p, Fab1p, Vac14p and Vac7p.
GO:0070822	Sin3-type complex	C	Any of a number of evolutionarily conserved histone deacetylase complexes (HDACs) containing a core consisting of a paired amphipathic helix motif protein (e.g. Sin3p in S. cerevisiae, Pst1 in S. pombe or Sin3A in mammals) at least one class I histone deacetylase (e.g. Rpd3p in S. cerevisiae, Clr6 in S. pombe, or HDAC1 and HDAC2 in mammals), and at least one WD40 repeat protein (e.g. Ume1p in S. cerevisiae, Prw1 in S. pombe, or RbAp46 and RbAp48 in mammals). These complexes also contain a variable number of other proteins that direct histone binding, DNA binding, or add other functionality to the complex.
GO:0070823	HDA1 complex	C	A tetrameric histone deacetylase complex that contains a Class II deacetylase catalytic subunit. In S. cerevisiae it is composed of two Hda1p subunits along with Hda2p and Hda3p.
GO:0070847	core mediator complex	C	A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The core mediator complex has a stimulatory effect on basal transcription, and contains most of the same subdomains as the larger form of mediator complex -- a head domain comprising proteins known in Saccharomyces as Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; and a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p -- but lacks the regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan core mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins.
GO:0070860	RNA polymerase I core factor complex	C	A RNA polymerase I-specific transcription factor complex that is required for the transcription of rDNA by RNA polymerase I. In yeast the complex consists of Rrn6p, Rrn7p, and Rrn11p.
GO:0070916	inositol phosphoceramide synthase complex	C	A protein complex that possesses inositol phosphoceramide synthase activity and contains a catalytic subunit and a regulatory subunit (Aur1p and Kei1p, respectively, in Saccharomyces).
GO:0070925	organelle assembly	P	The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane.
GO:0070939	Dsl1p complex	C	A multisubunit tethering complex, i.e. a protein complex involved in mediating the initial interaction between vesicles and the membranes with which they fuse, that is involved in trafficking from the Golgi apparatus to the ER. In Saccharomyces cerevisiae the Dsl1p complex contains Dsl1p, Tip20p, and Sec39p.
GO:0070985	TFIIK complex	C	A transcription factor complex that forms part of the holo TFIIH complex. In Saccharomyces/human, TFIIK contains Ccl1p/Cyclin H, Tfb3p/MAT1 and Kin2p/CDK7.
GO:0071004	U2-type prespliceosome	C	A spliceosomal complex that is formed by association of the 5' splice site with the U1 snRNP, while the branch point sequence is recognized by the U2 snRNP. The prespliceosome includes many proteins in addition to those found in the U1 and U2 snRNPs. Commitment to a given pair of 5' and 3' splice sites occurs at the time of prespliceosome formation.
GO:0071006	U2-type catalytic step 1 spliceosome	C	A spliceosomal complex that is formed by the displacement of the U1 and U4 snRNPs from the precatalytic spliceosome; the U2, U5 and U6 snRNPs remain associated with the mRNA. This complex, sometimes called the activated spliceosome, is the catalytically active form of the spliceosome, and includes many proteins in addition to those found in the U2, and U5 and U6 snRNPs.
GO:0071007	U2-type catalytic step 2 spliceosome	C	A spliceosomal complex that contains the U2, U5 and U6 snRNPs bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the U2, U5 and U6 snRNPs.
GO:0071008	U2-type post-mRNA release spliceosomal complex	C	A spliceosomal complex that is formed following the release of the spliced product from the post-spliceosomal complex and contains the excised intron and the U2, U5 and U6 snRNPs.
GO:0071014	post-mRNA release spliceosomal complex	C	A spliceosomal complex that is formed following the release of the spliced product from the post-spliceosomal complex and contains the excised intron and three snRNPs, including U5.
GO:0071020	post-spliceosomal complex	C	A spliceosomal complex that is formed following the second splicing event and contains the spliced product, the excised intron, and three snRNPs, including U5.
GO:0071021	U2-type post-spliceosomal complex	C	A spliceosomal complex that is formed following the second splicing event and contains the spliced product, the excised intron, and three snRNPs, including U5.
GO:0071261	Ssh1 translocon complex	C	A translocon complex that contains a core heterotrimer of alpha, beta and gamma subunits, and may contain additional proteins (translocon-associated proteins or TRAPs); in budding yeast the core proteins are Ssh1p, Sbh2p, and Sss1p. The Ssh1 translocon complex is involved in the cotranslational pathway of protein transport across the ER membrane, and recognizes proteins bearing strongly hydrophobic signal sequences.
GO:0071513	phosphopantothenoylcysteine decarboxylase complex	C	A protein complex that catalyzes decarboxylation of 4'-phosphopantothenoylcysteine to yield 4'-phosphopantetheine; this is the third step in the biosynthesis of Coenzyme A. The complex is homotrimeric in many eukaryotes, but is a heterotrimer in Saccharomyces.
GO:0071554	cell wall organization or biogenesis	P	A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cell wall.
GO:0071563	Myo2p-Vac17p-Vac8p transport complex	C	A protein complex that is involved in transport of vacuoles to a newly formed daughter cell. In yeast, this complex is composed of Myo2p, Vac17p, and Vac8p.
GO:0071595	Nem1-Spo7 phosphatase complex	C	A protein serine/threonine phosphatase complex that is involved in nuclear envelope organization, and contains proteins known in budding yeast as Nem1p and Spo7p.
GO:0071819	DUBm complex	C	A protein complex that forms part of SAGA-type complexes SAGA and SLIK, and mediates deubiquitination of histone H2B. In S. cerevisiae, the DUBm consists of the proteins Ubp8p, Sgf11p, Sus1p, and Sgf73p.
GO:0072380	TRC complex	C	An ER membrane insertion complex that contains subunits that recognize two types of transmembrane domain signals. In budding yeast the complex contains Get4p, Get5p, Sgt2p, and at least two heat shock proteins (HSPs).
GO:0072546	ER membrane protein complex	C	A transmembrane protein complex that is involved in protein folding in the endoplasmic reticulum. In S. cerevisiae, it has six members: EMC1, EMC2, AIM27, EMC4, KRE27, and EMC6.
GO:0072686	mitotic spindle	C	A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules.
GO:0072687	meiotic spindle	C	A spindle that forms as part of meiosis. Several proteins, such as budding yeast Spo21p, fission yeast Spo2 and Spo13, and C. elegans mei-1, localize specifically to the meiotic spindle and are absent from the mitotic spindle.
GO:0097078	FAl1-SGD1 complex	C	A protein complex involved in the 18S rRNA biogenesis. In S. cerevisiae this complex consists of Fal1p and Sgd1p and in humans this complex consists of NOM1 and eIF4AIII subunits.
GO:0097196	Shu complex	C	A protein complex involved in error-free DNA post-replication repair (PRR). In Saccharomyces cerevisiae the complex contains Csm2p, Psy3p, Shu1p, and Shu2p.
GO:0097249	mitochondrial respiratory chain supercomplex	C	A set of respiratory enzyme complexes of the mitochondrial inner membrane (including, for example, Complex II, Complex III, Complex IV, or F1-F0 ATPase) arranged to form a large supercomplex.
GO:0097255	R2TP complex	C	A highly conserved protein complex comprised of two ATP-dependent DNA helicases (Rvb1p and Rvb2p in yeast, Pontin52 and Reptin52 in humans), Pih1p in yeast or PIH1D1 in humans, and Tah1 in yeast or RPAP3 in humans. The complex associates with Hsp90 and is thought to have a role in assembly of large protein or protein/nucleic acid complexes. In this role it is involved in multiple processes such as box C/D snoRNP biogenesis, phosphatidylinositol-3 kinase-related protein kinase (PIKK) signaling, RNA polymerase II assembly, and others.
GO:0097344	Rix1 complex	C	A protein complex that comprises Rix1p, Ipi1p and Ipi3p, and is required for processing of ITS2 sequences from 35S pre-rRNA. The Rix1 complex has been identified in budding yeast and fission yeast, and members of this complex are conserved in higher eukaryotes.
GO:0097373	MCM core complex	C	A protein complex that contains Mcm4, Mcm6, and Mcm7 proteins, and possesses DNA helicase activity. In the heterohexameric MCM complex, the Mcm4/6/7 proteins form a stable core, and Mcm2, Mcm3, and Mcm5 are more peripherally associated.
GO:0097505	Rad6-Rad18 complex	C	A ubiquitin ligase complex found to be involved in post-replicative bypass of UV-damaged DNA and UV mutagenesis. In S. cerevisiae, the complex contains the ubiquitin conjugating enzyme Rad6 and Rad18, a protein containing a RING finger motif and a nucleotide binding motif. The yeast Rad6-Rad18 heterodimer has ubiquitin conjugating activity, binds single-stranded DNA, and possesses single-stranded DNA-dependent ATPase activity.
GO:0097582	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	C	A protein dimer complex that possesses dolichyl-phosphate-mannose-protein mannosyltransferase activity and, in S. cerevisiae, is composed of Pmt1p-Pmt2p.
GO:0097583	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex	C	A protein dimer complex that possesses dolichyl-phosphate-mannose-protein mannosyltransferase activity and, in S. cerevisiae, is composed of Pmt1p-Pmt3p.
GO:0097584	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex	C	A protein dimer complex that possesses dolichyl-phosphate-mannose-protein mannosyltransferase activity and, in S. cerevisiae, is composed of Pmt5p-Pmt2p.
GO:0097585	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex	C	A protein dimer complex that possesses dolichyl-phosphate-mannose-protein mannosyltransferase activity and, in S. cerevisiae, is composed of Pmt5p-Pmt3p.
GO:0097586	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt4p homodimer complex	C	A protein dimer complex that possesses dolichyl-phosphate-mannose-protein mannosyltransferase activity and, in S. cerevisiae, is composed of Pmt4p.
GO:0097587	MutLgamma complex	C	A heterodimer involved in the recognition of base-base and small insertion/deletion mismatches. In S. cerevisiae the complex consists of two subunits, Mlh1 and Mlh3.
GO:1990070	TRAPPI protein complex	C	A complex that tethers COPII vesicles at ER-Golgi intermediate compartment. Its role in this part of the vesicular transport may start at the ER exit sites. Binds to a component of the COPII coat. In yeast it includes the following subunits: Bet3 (as homodimer), Bet5, Trs20, Trs23, Trs31, Trs33 which are regarded as the "core subunits" of all TRAPP complexes in yeast.
GO:1990071	TRAPPII protein complex	C	A complex that mediates intra-Golgi traffic, Golgi exit, endosome-to-Golgi traffic, and the trafficking of autophagy proteins from Golgi to the pre-autophagosomal structure. Binds to a component of the COPI coat. In yeast it includes the following subunits: Bet3 (as homodimer), Bet5, Tca17, Trs20, Trs23, Trs31, Trs33, Trs65, Tr120, Tr130. The whole complex is thought to dimerize with itself.
GO:1990072	TRAPPIII protein complex	C	A complex that functions in anterograde transport at the Golgi and also regulates autophagy. In yeast it includes at least the following subunits: Bet3 (as homodimer), Bet5, Trs20, Trs23, Trs31, Trs33, Trs85. TRAPPIII may include further, as yet undescribed, proteins.
GO:1990112	RQC complex	C	A multiprotein complex that forms a stable complex with 60S ribosomal subunits containing stalled polypeptides and triggers their degradation (ribosomal quality control). In budding yeast, this complex includes Cdc48p, Rkr1p, Tae2p, Rqc1p, Npl4p and Ufd1p proteins.
GO:1990130	Iml1 complex	C	A protein complex involved in regulation of non-nitrogen-starvation (NNS) autophagic process. In S. cerevisiae this complex contains Iml1p, Npr2p and Npr3p proteins.
GO:1990131	Gtr1-Gtr2 GTPase complex	C	A heterodimer GTPase complex. In S. cerevisiae, this complex contains Gtr1p and Gtr2p proteins.
GO:1990221	L-cysteine desulfurase complex	C	A protein complex capable of cysteine desulfurase activity decomposing L-cysteine to L-alanine and sulfur. It belongs to a ubiquitous family of pyridoxal 5-phosphate (PLP)-dependent enzymes. In E. coli it consists of a SufS dimer.
